fips,pollutant,year,pred_wght,state_abbr,lat,lon
12119,co,2015,0.240489074,FL,28.82576892,-82.03541833
12121,co,2015,0.223569075,FL,30.21468845,-82.98760416
12123,co,2015,0.241258077,FL,30.06488763,-83.59801559
12125,co,2015,0.244652472,FL,30.01076747,-82.35688141
12127,co,2015,0.262615011,FL,29.07372678,-81.12388032
12129,co,2015,0.230520649,FL,30.18552977,-84.33151215
12131,co,2015,0.241949886,FL,30.58372856,-86.19062021
12133,co,2015,0.233790757,FL,30.65072395,-85.62536337
13001,co,2015,0.223916106,GA,31.77388262,-82.33848913
13003,co,2015,0.221405649,GA,31.31730284,-82.88638919
13005,co,2015,0.221733639,GA,31.54722098,-82.46608192
13007,co,2015,0.191659496,GA,31.30775057,-84.43797091
13009,co,2015,0.253887994,GA,33.0848493,-83.2456608
13011,co,2015,0.237218378,GA,34.35125239,-83.50667625
13013,co,2015,0.245900126,GA,33.993054,-83.72751695
13015,co,2015,0.249277998,GA,34.20843543,-84.82914295
13017,co,2015,0.223329217,GA,31.72764033,-83.24863665
13019,co,2015,0.211769621,GA,31.23858756,-83.25249672
13021,co,2015,0.259738572,GA,32.83204955,-83.68718564
13023,co,2015,0.226821944,GA,32.4013723,-83.3321312
13025,co,2015,0.230428748,GA,31.21665228,-81.96992779
13027,co,2015,0.206553336,GA,30.84208502,-83.54008538
13029,co,2015,0.242278148,GA,31.97952946,-81.37611557
13031,co,2015,0.218616099,GA,32.41770534,-81.7624614
13033,co,2015,0.213836689,GA,33.10198828,-81.99849523
13035,co,2015,0.250500094,GA,33.29609952,-83.96997768
13037,co,2015,0.192309789,GA,31.52742708,-84.66844255
13039,co,2015,0.248046669,GA,30.81416538,-81.63510122
13043,co,2015,0.209477799,GA,32.39986352,-82.06230123
13045,co,2015,0.245307697,GA,33.62219355,-85.04462508
13047,co,2015,0.252737028,GA,34.92779516,-85.17282945
13049,co,2015,0.240705787,GA,30.77999703,-82.02297651
13051,co,2015,0.26084828,GA,32.03600722,-81.12646615
13053,co,2015,0.255237465,GA,32.34422947,-84.89928017
13055,co,2015,0.242522551,GA,34.4955091,-85.34415794
13057,co,2015,0.255153928,GA,34.16960804,-84.49656854
13059,co,2015,0.261188991,GA,33.95040764,-83.38086988
13061,co,2015,0.211634632,GA,31.63355077,-85.0133973
13063,co,2015,0.272666311,GA,33.55338163,-84.36223636
13065,co,2015,0.245372659,GA,31.01788722,-82.74097876
13067,co,2015,0.266946715,GA,33.94325526,-84.5578752
13069,co,2015,0.222219244,GA,31.51600021,-82.84067507
13071,co,2015,0.210963681,GA,31.18095625,-83.76867047
13073,co,2015,0.247042122,GA,33.51621949,-82.16564458
13075,co,2015,0.209792656,GA,31.14984492,-83.42450929
13077,co,2015,0.25439471,GA,33.37911827,-84.73640549
13079,co,2015,0.234745946,GA,32.70767969,-83.93401371
13081,co,2015,0.226785418,GA,31.94796593,-83.7777872
13083,co,2015,0.239329567,GA,34.88270929,-85.496992
13085,co,2015,0.244071949,GA,34.40138314,-84.10415799
13087,co,2015,0.219276607,GA,30.88834764,-84.57035975
13089,co,2015,0.272469054,GA,33.78981508,-84.24805396
13091,co,2015,0.228650522,GA,32.21281477,-83.17560897
13093,co,2015,0.200108702,GA,32.1675843,-83.78417281
13095,co,2015,0.253361053,GA,31.57342657,-84.16763031
13097,co,2015,0.260038097,GA,33.72492353,-84.73462327
13099,co,2015,0.200742958,GA,31.33172571,-84.91670057
13101,co,2015,0.222013196,GA,30.70862395,-83.0579823
13103,co,2015,0.232108408,GA,32.29174575,-81.29951266
13105,co,2015,0.238496346,GA,34.12651964,-82.87955443
13107,co,2015,0.2299208,GA,32.58586175,-82.30795001
